link	title	location	image	area	price
https://batdongsan.com.vn//cho-thue-nha-rieng-pho-hao-nam-phuong-o-cho-dua/4-tang-ng-172-nam-pr9143727	Cho thuê nhà riêng 4 tầng ở ngõ 172 Hào Nam	Cho thuê nhà riêng tại Phố Hào Nam - Quận Đống Đa - Hà Nội	nan	35m²	4.5 triệu/tháng
https://batdongsan.com.vn//cho-thue-nha-tro-phong-tro-duong-phu-do-phuong-phu-do/khu-vuc-my-dinh-pr19357693	Cho thuê phòng trọ khu vực Mỹ Đình	Cho thuê nhà trọ, phòng trọ tại Đường Phú Đô - Quận Nam Từ Liêm - Hà Nội	https://file4.batdongsan.com.vn/resize/745x510/2019/02/15/20190215102714-c14d_wm.jpg	22m²	Thỏa thuận
https://batdongsan.com.vn//cho-thue-nha-tro-phong-tro-pho-kham-thien-phuong-kham-thien/khep-kin-co-nong-lanh-dieu-hoa-ngo-103-ha-noi-pr19439379	Cho thuê phòng khép kín có nóng lạnh, điều hòa - ngõ 103 Khâm Thiên, Hà Nội	Cho thuê nhà trọ, phòng trọ tại Phố Khâm Thiên - Quận Đống Đa - Hà Nội	https://file4.batdongsan.com.vn/resize/745x510/2019/02/21/20190221091739-df08_wm.jpg	17m²	2 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/chuyen-ch-1-2-3-4pn-gia-tot-nhat-landmark-81-gia-30tr-pr17577299	CHUYÊN CHO THUÊ CH VINHOMES CENTRAL PARK CĂN 1-2-3-4PN, GIÁ TỐT NHẤT. CĂN LANDMARK 81 GIÁ 30TR	Cho thuê căn hộ chung cư tại Vinhomes Central Park - Quận Bình Thạnh - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/01/09/20190109092049-672c_wm.jpg	56m²	14 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/gia-tot-chot-ngay-voi-nhieu-landmark-81-chi-tu-17-trieu-tai-vinhome-0909-925-194-pr20619458	Giá tốt chốt ngay với nhiều căn Landmark 81 chỉ từ 17 tr/th tại Vinhome Central Park - 0909.925.194	Cho thuê căn hộ chung cư tại Vinhomes Central Park - Quận Bình Thạnh - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/05/07/20190507183856-f409_wm.jpg	80m²	17 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-phuong-hiep-binh-chanh-prj-opal-riverside/gia-tot-sky-center-gia-13-tr-th-74m2-2pn-18-tr-th-120m2-3pn-0911460747-pr19166514	CHO THUÊ CH OPAL RIVERSIDE NHÀ ĐẸP THOÁNG MÁT 2PN=10TR FULL NT 13TR/TH LH: 0902924008	Cho thuê căn hộ chung cư tại Opal Riverside - Quận Thủ Đức - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/05/22/20190522091051-ee66_wm.jpg	74m²	10 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-pho-ton-duc-thang-prj-vinhomes-golden-river-ba-son/vinmes-2-quan-1-dt-69m2-gia-1200-bao-phi-view-dep-pr20512589	Cho thuê CH Vinhomes Golden River, 2 Tôn Đức Thắng, Q1, DT 69m2, 28 tr/th bao phí view đẹp	Cho thuê căn hộ chung cư tại Vinhomes Golden River Ba Son - Quận 1 - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/04/27/20190427174317-a6c4_wm.jpg	69m²	28 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-hong-ha-phuong-2-22-prj-botanica-premier/chinh-chu-1pn-10tr-2pn-13tr-80m2-3pn-18tr-nha-moi-bao-phi-0706679167-pr18561968	Chính chủ Botanica Premier 1PN=10tr, 2PN=13tr (80m2), 3PN=18tr - nhà mới - bao phí - 0706679167	Cho thuê căn hộ chung cư tại Botanica Premier - Quận Tân Bình - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2018/11/22/20181122123525-fb69_wm.jpg	68m²	10 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-hau-giang-phuong-11-3-prj-an-phu-apartment/ng-h-3-png-pr20888595	cho thuê ngắn hạn. Căn hộ An Phú 3 phòng	Cho thuê căn hộ chung cư tại An Phú Apartment - Quận 6 - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/05/24/20190524115646-05f2_wm.jpg	95m²	Thỏa thuận
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-nguyen-huu-canh-phuong-22-prj-vinhomes-central-park/chuyen-ch-landmrk81-1-2-3pn-gia-tot-nhat-lh-0911-727-678-officetel-dep-moi-pr20231611	Chuyên cho thuê CH Vinhomes Landmark 81 căn 1 - 2 - 3PN, giá tốt nhất. LH 0911.727.678 officetel	Cho thuê căn hộ chung cư tại Vinhomes Central Park - Quận Bình Thạnh - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/04/09/20190409163657-8f2a_wm.jpg	56m²	27.78 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-hong-ha-phuong-9-12-prj-can-ho-orchard-park-view/parkview-nhanh-officetel-full-noi-that-cuc-dep-gia-9tr-thang-0932100172-pr19354048	Orchard Park View cần cho thuê nhanh officetel full nội thất cực đẹp, giá: 9tr/tháng, 0932100172	Cho thuê căn hộ chung cư tại Căn hộ Orchard Park View - Quận Phú Nhuận - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/02/15/20190215081657-0cfc_wm.jpg	32m²	9 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-mai-chi-tho-phuong-binh-khanh-prj-sadora-apartment/cao-cap-khu-do-thi-sala-thu-thiem-q2-pr20880136	Cho thuê căn hộ cao cấp Sadora, khu đô thị Sala, Thủ Thiêm, Q2	Cho thuê căn hộ chung cư tại Sadora Apartment - Quận 2 - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/05/23/20190523211923-6a6e_wm.jpg	88m²	17 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-phuong-la-khe-prj-khu-do-thi-van-khe/chcc-ct1-ha-dong-100m2-2pn-2vs-nguyen-ban-5-5-trieu-thang-pr20886826	CHCC CT1 Văn Khê, Hà Đông, 100m2, 2PN, 2VS, nguyên bản, 5.5 triệu/tháng 	Cho thuê căn hộ chung cư tại Khu đô thị Văn Khê - Quận Hà Đông - Hà Nội	nan	100m²	5.5 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-phuong-mo-lao/chcc-toa-b-an-lac-phung-khoang-ha-dong-82m2-2pn-2vs-co-ban-6-5-trieu-thang-pr20886728	CHCC Tòa B An Lạc, Phùng Khoang, Hà Đông, 82m2, 2PN, 2VS, cơ bản, 6.5 triệu/tháng	Cho thuê căn hộ chung cư tại Phường Mỗ Lao - Quận Hà Đông - Hà Nội	nan	82m²	6.5 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-phuong-la-khe-prj-khu-do-thi-van-khe/chcc-usikl-city-ha-dong-82m2-2pn-2vs-co-ban-6-5-trieu-thang-pr20886695	CHCC Usikl CiTy Văn Khê, Hà Đông, 82m2, 2PN, 2VS, cơ bản, 6.5 triệu/tháng 	Cho thuê căn hộ chung cư tại Khu đô thị Văn Khê - Quận Hà Đông - Hà Nội	nan	82m²	6.5 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-phuong-van-quan/chcc-thap-a-newskyline-ha-dong-105m2-2pn-2vs-du-do-10-5-trieu-thang-pr20886657	CHCC tháp A Newskyline  Văn Quán, Hà Đông, 105m2, 2PN, 2VS, đủ đồ, 10.5 triệu/tháng	Cho thuê căn hộ chung cư tại Phường Văn Quán - Quận Hà Đông - Hà Nội	nan	105m²	10.5 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-phuong-ha-cau/chcc-huyndai-dong-102m2-2pn-2vs-co-ban-10trieu-tng-pr20886597	CHCC Huyndai Hà Cầu, Hà Đông, 102m2, 2PN, 2VS, cơ bản, 10triệu/tháng	Cho thuê căn hộ chung cư tại Phường Hà Cầu - Quận Hà Đông - Hà Nội	nan	102m²	10 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-phuong-ha-cau/chcc-210-quang-trung-dong-110m-3pn-2vs-co-ban-5-5-trieu-tng-pr20886545	CHCC 210 Quang Trung, Hà Đông, 110m, 3PN, 2VS, cơ bản, 5.5 triệu/ tháng.	Cho thuê căn hộ chung cư tại Phường Hà Cầu - Quận Hà Đông - Hà Nội	nan	110m²	5.5 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-phuong-mo-lao-prj-khu-do-thi-mo-lao/chcc-ct3-bac-ha-80m2-2pn-2vs-co-ban-6-trieu-thang-pr20886480	CHCC CT3 Bắc Hà, Mỗ Lao, 80m2, 2PN, 2VS, cơ bản, 6 triệu/tháng	Cho thuê căn hộ chung cư tại Khu đô thị Mỗ Lao - Quận Hà Đông - Hà Nội	https://file4.batdongsan.com.vn/resize/745x510/2019/05/24/20190524103845-032a_wm.jpg	80m²	6 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-phuong-van-quan-prj-chung-cu-so-7-tran-phu/chcc-197-ha-dong-71m2-2pn-2vs-co-ban-6-trieu-thang-pr20885686	CHCC 197 Trần Phú, Hà Đông, 71m2, 2PN, 2VS, cơ bản, 6 triệu/tháng 	Cho thuê căn hộ chung cư tại Chung cư số 7 Trần Phú - Quận Hà Đông - Hà Nội	nan	71m²	6 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-pho-lang-ha-phuong-lang-ha-prj-sky-city-towers-88-lang-ha/chcc-88-102-5m2-2ngu-du-do-17-trieu-lh-0904087499-pr18702693	Cho thuê CHCC Sky City 88 Láng Hạ 102.5m2, 2 phòng ngủ, đủ đồ, 17 tr/th, LH 0904087499	Cho thuê căn hộ chung cư tại Sky City Towers-88 Láng Hạ - Quận Đống Đa - Hà Nội	nan	102.5m²	17 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-pho-lang-ha-phuong-lang-ha-prj-sky-city-towers-88-lang-ha/88-3-ngu-do-co-ban-172m2-khong-gian-thoang-mat-pr17133247	Cho thuê chung cư Sky City Towers 88 Láng Hạ 3PN, đồ cơ bản, 172m2, không gian thoáng mát	Cho thuê căn hộ chung cư tại Sky City Towers-88 Láng Hạ - Quận Đống Đa - Hà Nội	https://file4.batdongsan.com.vn/resize/745x510/2018/08/07/20180807151837-5c8d_wm.jpg	172m²	19 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-pho-vu-ngoc-phan-phuong-lang-ha/cao-cap-2-phong-ngu-o-ngo-25-7-phan-pr15336845	Cho thuê chung cư cao cấp, 2 phòng ngủ ở ngõ 25/7 Vũ Ngọc Phan	Cho thuê căn hộ chung cư tại Phố Vũ Ngọc Phan - Quận Đống Đa - Hà Nội	nan	55m²	4 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-hong-ha-phuong-2-22-prj-botanica-premier/novaland-95m2-3-p-ngu-day-du-noi-tt-22tr-th-canh-san-bay-pr19168232	Botanica Premier - Novaland 95m2, 3 phòng ngủ cho thuê đầy đủ nội thất 22tr/th Hồng Hà cạnh sân bay	Cho thuê căn hộ chung cư tại Botanica Premier - Quận Tân Bình - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/01/09/20190109165733-7c98_wm.jpg	95m²	22 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-to-ngoc-van-phuong-quang-an-2/3-png-ngu-tay-ha-noi-0981222026-pr10147918	Cho thuê căn 3 phòng ngủ Tô Ngọc Vân, Quảng An, Tây Hồ, Hà Nội, 0981222026	Cho thuê căn hộ chung cư tại Đường Tô Ngọc Vân - Quận Tây Hồ - Hà Nội	https://file4.batdongsan.com.vn/resize/745x510/2016/08/28/20160828224747-a677.jpg	160m²	44 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-hong-ha-phuong-9-12-prj-orchard-garden/1pn-8tr-th-full-nt-10tr-th-2pn-14tr-th-full-nt-16tr-th-3pn-129m2-17tr-pr16990091	Cho thuê Orchard Garden 1PN 8tr/th, full NT 10tr/th, 2PN 14tr/th, full NT 16tr/th, 3PN 129m2 17tr	Cho thuê căn hộ chung cư tại Orchard Garden - Quận Phú Nhuận - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2018/10/12/20181012145542-9bdf_wm.jpg	36m²	8 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-pho-ton-duc-thang-phuong-ben-nghe-prj-vinhomes-golden-river-ba-son/nhanh-vinmes-1pn-gia-850-usd-2pn-gia-1050-usd-lh-0934-032-767-pr20643667	Cho thuê nhanh căn hộ Vinhomes Golden River 1PN giá 19tr, 2PN giá 24.44tr - LH 0934 032 767	Cho thuê căn hộ chung cư tại Vinhomes Golden River Ba Son - Quận 1 - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/05/09/20190509101036-2b6f_wm.jpg	50m²	19.5 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-hoang-minh-giam-phuong-9-12-prj-garden-gate/chcc-orchard-quan-phu-nhuan-2pn-14tr-th-noi-that-dep-16-trieu-thang-0931230064-pr17653977	Cho thuê CHCC Orchard Garden, quận Phú Nhuận, 2PN 14tr/th, nội thất đẹp 16 triệu/tháng, 0931230064	Cho thuê căn hộ chung cư tại Garden Gate - Quận Phú Nhuận - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2018/11/12/20181112163530-b56a_wm.jpg	80m²	14 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-pho-lang-ha-phuong-lang-ha-prj-sky-city-towers-88-lang-ha/xem-n-24-7-ch-88-gom-2-3pn-full-do-dep-vao-o-ngay-gia-11-15tr-lh-0987811616-pr16305510	Xem nhà 24/7 CH Sky City 88 Láng Hạ, gồm 2-3PN, full đồ đẹp vào ở ngay giá 11-15tr/th LH 0987811616	Cho thuê căn hộ chung cư tại Sky City Towers-88 Láng Hạ - Quận Đống Đa - Hà Nội	https://file4.batdongsan.com.vn/resize/745x510/2018/06/06/20180606111659-20ae_wm.jpg	112m²	14 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-pho-ton-duc-thang-phuong-ben-nghe-prj-vinhomes-golden-river-ba-son/chuyen-san-hang-gia-re-nhat-khu-vuc-chi-tu-780-goi-e-ngay-0931-490-975-pr20735326	Chuyên săn hàng Ba Son, giá rẻ nhất khu vực chỉ từ 18triệu, gọi em ngay 0931 490 975	Cho thuê căn hộ chung cư tại Vinhomes Golden River Ba Son - Quận 1 - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/05/15/20190515090303-5308_wm.jpg	53m²	25 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-pho-ton-duc-thang-prj-vinhomes-golden-river-ba-son/vinmes-quan-1-2pn-gia-27tr-th-bao-phi-pr20876150	Cho thuê căn hộ Vinhomes Golden River quận 1, 2pn. Giá 27tr/th bao phí	Cho thuê căn hộ chung cư tại Vinhomes Golden River Ba Son - Quận 1 - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/05/23/20190523154559-46c0_wm.jpg	69m²	27 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-hong-ha-phuong-2-22-prj-botanica-premier/1pn-gia-12tr-2pn-gia-14tr-3pn-gia-18tr-lh-0938686699-pr19001402	Cho thuê căn hộ Botanica Premier 1PN giá 12tr, 2PN giá 14tr, 3PN giá 18tr. LH 0938686699	Cho thuê căn hộ chung cư tại Botanica Premier - Quận Tân Bình - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2018/12/25/20181225162816-7b7b_wm.jpg	Không xác định	12 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-hong-ha-prj-orchard-garden/officetel-canh-cong-vien-gia-dinh-phu-nhuan-full-noi-that-cao-cap-gia-11tr-can-pr16798778	Cho thuê officetel cạnh công viên Gia Định, Phú Nhuận, full nội thất cao cấp, giá 11tr/căn	Cho thuê căn hộ chung cư tại Orchard Garden - Quận Phú Nhuận - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2018/07/13/20180713144637-efe9_wm.jpg	35m²	11 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-pho-lang-ha-phuong-lang-ha-prj-sky-city-towers-88-lang-ha/tower-88-139m2-3-ngu-hien-dai-thoang-mat-pr16819022	Cho thuê chung cư Sky Tower 88 Láng Hạ, 139m2, 3 ngủ hiện đại, thoáng mát	Cho thuê căn hộ chung cư tại Sky City Towers-88 Láng Hạ - Quận Đống Đa - Hà Nội	https://file4.batdongsan.com.vn/resize/745x510/2018/07/16/20180716083731-a8cd_wm.jpg	139m²	20 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-pho-thai-ha-phuong-lang-ha-prj-song-hong-park-view/165-duplex-220m2-4pn-do-eu-tre-trung-hien-dai-pr16649649	Cho thuê chung cư 165 Thái Hà, căn duplex 220m2, 4PN, đồ EU trẻ trung, hiện đại	Cho thuê căn hộ chung cư tại Sông Hồng Park View - Quận Đống Đa - Hà Nội	https://file4.batdongsan.com.vn/resize/745x510/2018/07/03/20180703112716-ea87_wm.jpg	188m²	18 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-hong-ha-phuong-9-12-prj-orchard-garden/gap-ch-orcrd-128-phu-nhuan-2p-14-5tr-th-0706679167-nguyen-pr19088845	CẦN CHO THUÊ GẤP CH ORCHARD GARDEN-128 HỒNG HÀ-PHÚ NHUẬN, 2P,14.5tr/th,0706679167 NGUYÊN	Cho thuê căn hộ chung cư tại Orchard Garden - Quận Phú Nhuận - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/01/03/20190103094903-ecb5_wm.jpg	74m²	14.5 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-bo-bao-tan-thang-phuong-son-ky-prj-celadon-city/2-png-ngu-gia-tot-pr19053145	Cho thuê căn hộ 2 phòng ngủ Celadon giá tốt	Cho thuê căn hộ chung cư tại Celadon City - Quận Tân Phú - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2018/12/29/20181229111607-66e1_wm.jpg	70m²	8.5 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/chuyen-ch-1-2-3-4pn-gia-tot-nhat-landmark-81-gia-tu-30tr-pr20247057	Chuyên cho thuê CH Vinhomes Central Park căn 1-2-3-4pn, giá tốt nhất. Landmark 81 giá từ 30tr	Cho thuê căn hộ chung cư tại Vinhomes Central Park - Quận Bình Thạnh - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/04/10/20190410144424-8b42_wm.jpg	78m²	22 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-nguyen-huu-canh-phuong-22-prj-vinhomes-central-park/chuyen-va-officetel-toa-landmark-81-tu-1pn-4pn-du-an-vinmes-park-pr20232348	Chuyên cho thuê căn hộ và officetel tòa Landmark 81 từ 1PN - 4PN dự án Vinhomes Central Park	Cho thuê căn hộ chung cư tại Vinhomes Central Park - Quận Bình Thạnh - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/04/09/20190409170716-c54a_wm.jpg	68m²	35 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/chuyen-1-4pn-gia-tot-nhat-thi-truong-view-cuc-dep-call-0911-727-678-pr19618371	Chuyên cho thuê Vinhomes Landmark81, căn 1-4PN, giá tốt nhất thị trường, view cực đẹp	Cho thuê căn hộ chung cư tại Vinhomes Central Park - Quận Bình Thạnh - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/03/11/XSx6mzf6/20190311090253-90d9.jpg	56m²	28 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/chuyen-1-2-3pn-gia-tot-tu-van-dung-nhu-cau-trung-thuc-0902929568-dung-pr18001115	Chuyên cho thuê Vinhomes 1 - 2 - 3PN giá tốt, tư vấn đúng nhu cầu, trung thực, 0902929568 Dũng	Cho thuê căn hộ chung cư tại Vinhomes Central Park - Quận Bình Thạnh - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2018/10/12/20181012151220-6b22_wm.jpg	56m²	15 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-pho-thai-ha-phuong-lang-ha-prj-song-hong-park-view/85m2-2-pn-tai-165-ng-gia-12tr-tng-pr18032122	Cho thuê căn hộ 86m2 - 2 PN tại 165 Thái Hà, Sông Hồng Park View, giá 12tr/tháng	Cho thuê căn hộ chung cư tại Sông Hồng Park View - Quận Đống Đa - Hà Nội	https://file4.batdongsan.com.vn/resize/745x510/2018/10/15/20181015172711-5763_wm.jpg	86m²	12 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-pho-ton-duc-thang-phuong-ben-nghe-prj-vinhomes-golden-river-ba-son/vinmes-quan-1-dt-69m2-gia-1200-bao-phi-view-dep-pr20393150	Cho thuê căn hộ Vinhomes Golden River, Tôn Đức Thắng, quận 1, DT 69m2, 28 tr/th bao phí view đẹp	Cho thuê căn hộ chung cư tại Vinhomes Golden River Ba Son - Quận 1 - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/04/19/20190419203131-8e8d_wm.jpg	69m²	28 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-pho-lang-ha-phuong-lang-ha-prj-sky-city-towers-88-lang-ha/o-88-dong-da-hn-108m2-2pn-full-rat-dep-15-tr-th-0902237552-pr16023025	Cho thuê chung cư Sky City ở 88 Láng Hạ, Đống Đa, HN, 108m2, 2PN, full rất đẹp, 15 tr/th 0902237552	Cho thuê căn hộ chung cư tại Sky City Towers-88 Láng Hạ - Quận Đống Đa - Hà Nội	https://file4.batdongsan.com.vn/resize/745x510/2018/05/16/20180516143536-5496_wm.jpg	108m²	15 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-cao-lo-phuong-4-15-prj-topaz-city/95-57m2-3pn-2wc-gia-10-tr-thang-lh-0936-266-744-pr19350544	Cho thuê căn hộ Topaz City, 95,57m2, 3PN, 2WC, giá 10 tr/tháng, LH: 0936 266 744	Cho thuê căn hộ chung cư tại Topaz City - Quận 8 - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/02/14/20190214151414-ed11_wm.jpg	95.57m²	10 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-hong-ha-phuong-9-12-prj-orchard-garden/1pn-8tr-th-full-nt-10tr-th-2pn-14tr-th-full-nt-16tr-th-3pn-129m2-17tr-pr18211264	Cho thuê Orchard Garden 1PN 8tr/th, full NT 10tr/th, 2PN 14tr/th, full NT 16tr/th, 3PN 129m2 17tr	Cho thuê căn hộ chung cư tại Orchard Garden - Quận Phú Nhuận - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2018/10/28/20181028070020-a440_wm.jpg	42m²	10 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-pho-vu-ngoc-phan-3/cao-cap-2-png-ngu-o-giao-lang-ha-tran-duy-hung-yen-a-pr9143420	Căn hộ chung cư cao cấp 2 phòng ngủ ở Vũ Ngọc Phan (giao Láng Hạ- Trần Duy Hưng- Yên Hòa)	Cho thuê căn hộ chung cư tại Phố Vũ Ngọc Phan - Quận Đống Đa - Hà Nội	nan	55m²	4 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-pho-le-trong-tan-phuong-phu-la-prj-van-phu-victoria/chcc-v2-ha-dong-96m2-2pn-2vs-co-ban-7-trieu-thang-pr20858910	CHCC V2 Victoria Văn Phú, Hà Đông, 96m2, 2PN, 2VS, cơ bản, 7 triệu/tháng	Cho thuê căn hộ chung cư tại Văn Phú Victoria - Quận Hà Đông - Hà Nội	nan	96m²	7 triệu/tháng
